"","logID","pasteID2","fightID","size","difficulty","tag_hmsize","first_mark_cast","2500/5000 dmg. (HM/NM)","Weighted(Beast=5)","Weighted(Beast=3)"
"1221","B8TnXhMrbDCYxpVL","B8TnXhMrbDCYxpVL38",38,10,"Hard","Heroic-10m",100.377,107.66,118,124
"1222","BF4dYaTz7gqCJK6G","BF4dYaTz7gqCJK6G27",27,10,"Hard","Heroic-10m",100.43,104.3048,121,132
"1223","BF4dYaTz7gqCJK6G","BF4dYaTz7gqCJK6G28",28,10,"Hard","Heroic-10m",93.923,105.2704,123,132
"1224","BF4dYaTz7gqCJK6G","BF4dYaTz7gqCJK6G29",29,10,"Hard","Heroic-10m",85.763,109.2016,90,91
"1225","BF4dYaTz7gqCJK6G","BF4dYaTz7gqCJK6G30",30,10,"Hard","Heroic-10m",106.782,104.1,92,92
"1226","BF4dYaTz7gqCJK6G","BF4dYaTz7gqCJK6G31",31,10,"Hard","Heroic-10m",97.132,106.7128,92,92
"1227","BHVwPKfa8z1jmgcQ","BHVwPKfa8z1jmgcQ1",1,10,"Hard","Heroic-10m",129.882,94.3492,124,130
"1228","BHXCg2dFxwPqkMp9","BHXCg2dFxwPqkMp937",37,25,"Hard","Heroic-25m",61.519,243.018,209,230
"1229","BJ7zWvmTxgtMPZQL","BJ7zWvmTxgtMPZQL10",10,25,"Hard","Heroic-25m",76.057,105.7356,140,143
"1230","BJ7zWvmTxgtMPZQL","BJ7zWvmTxgtMPZQL11",11,25,"Hard","Heroic-25m",64.572,114.0876,111,111
"1231","BJ7zWvmTxgtMPZQL","BJ7zWvmTxgtMPZQL12",12,25,"Hard","Heroic-25m",76.151,102.9304,134,138
"1232","BJ7zWvmTxgtMPZQL","BJ7zWvmTxgtMPZQL2",2,25,"Hard","Heroic-25m",86.135,105.9904,134,137
"1233","BJ7zWvmTxgtMPZQL","BJ7zWvmTxgtMPZQL4",4,25,"Hard","Heroic-25m",65.411,139.5448,119,123
"1234","BJ7zWvmTxgtMPZQL","BJ7zWvmTxgtMPZQL5",5,25,"Hard","Heroic-25m",79.322,103.0592,140,140
"1235","BJ7zWvmTxgtMPZQL","BJ7zWvmTxgtMPZQL6",6,25,"Hard","Heroic-25m",85.902,113.53,157,163
"1236","BJ7zWvmTxgtMPZQL","BJ7zWvmTxgtMPZQL7",7,25,"Hard","Heroic-25m",85.457,119.9188,140,140
"1237","BJ7zWvmTxgtMPZQL","BJ7zWvmTxgtMPZQL8",8,25,"Hard","Heroic-25m",82.525,103.2068,126,128
"1238","BJ7zWvmTxgtMPZQL","BJ7zWvmTxgtMPZQL9",9,25,"Hard","Heroic-25m",76.116,101.956,126,128
"1239","BJWYgFXG8Cp1Q76n","BJWYgFXG8Cp1Q76n10",10,10,"Hard","Heroic-10m",97.117,118.936,146,161
"1240","BKWc4X2gfzFwYjMV","BKWc4X2gfzFwYjMV12",12,10,"Normal","Normal-10m",163.446,103.4506,222,228
"1241","BMpN4dWrDQx2CvbT","BMpN4dWrDQx2CvbT10",10,25,"Hard","Heroic-25m",64.473,104.8724,133,133
"1242","BMpN4dWrDQx2CvbT","BMpN4dWrDQx2CvbT11",11,25,"Hard","Heroic-25m",64.699,109.248,133,133
"1243","BMpN4dWrDQx2CvbT","BMpN4dWrDQx2CvbT2",2,25,"Hard","Heroic-25m",64.794,121.3628,141,141
"1244","BMpN4dWrDQx2CvbT","BMpN4dWrDQx2CvbT3",3,25,"Hard","Heroic-25m",64.402,107.0088,145,146
"1245","BMpN4dWrDQx2CvbT","BMpN4dWrDQx2CvbT4",4,25,"Hard","Heroic-25m",64.83,117.5388,146,147
"1246","BMpN4dWrDQx2CvbT","BMpN4dWrDQx2CvbT5",5,25,"Hard","Heroic-25m",64.835,119.3892,142,142
"1247","BMpN4dWrDQx2CvbT","BMpN4dWrDQx2CvbT6",6,25,"Hard","Heroic-25m",64.365,110.2412,132,132
"1248","BMpN4dWrDQx2CvbT","BMpN4dWrDQx2CvbT7",7,25,"Hard","Heroic-25m",64.788,126.8592,145,145
"1249","BMpN4dWrDQx2CvbT","BMpN4dWrDQx2CvbT9",9,25,"Hard","Heroic-25m",64.86,114.6316,161,163
"1250","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4339",39,25,"Hard","Heroic-25m",58.637,118.8856,123,133
"1251","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4340",40,25,"Hard","Heroic-25m",76.348,108.3656,115,119
"1252","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4341",41,25,"Hard","Heroic-25m",73.069,108.2328,119,127
"1253","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4342",42,25,"Hard","Heroic-25m",82.885,102.4572,133,140
"1254","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4343",43,25,"Hard","Heroic-25m",86.025,102.8132,147,151
"1255","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4344",44,25,"Hard","Heroic-25m",83.054,103.1896,129,129
"1256","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4345",45,25,"Hard","Heroic-25m",66.681,100.8988,91,95
"1257","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4346",46,25,"Hard","Heroic-25m",76.498,109.7492,119,121
"1258","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4347",47,25,"Hard","Heroic-25m",86.059,99.532,129,130
"1259","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4348",48,25,"Hard","Heroic-25m",91.036,107.1984,122,122
"1260","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4349",49,25,"Hard","Heroic-25m",86.057,107.0172,122,122
"1261","BNpkQ2zqbDGXrP43","BNpkQ2zqbDGXrP4350",50,25,"Hard","Heroic-25m",82.811,116.8468,145,150
"1262","BTfdNqHhWxrXLwG2","BTfdNqHhWxrXLwG234",34,25,"Hard","Heroic-25m",51.822,101.9816,110,112
"1263","BTfdNqHhWxrXLwG2","BTfdNqHhWxrXLwG236",36,25,"Hard","Heroic-25m",61.692,117.7668,133,135
"1264","BTfdNqHhWxrXLwG2","BTfdNqHhWxrXLwG242",42,25,"Hard","Heroic-25m",58.814,102.4132,126,127
"1265","BTfdNqHhWxrXLwG2","BTfdNqHhWxrXLwG243",43,25,"Hard","Heroic-25m",61.412,105.1996,127,127
"1266","BZ4mdHXnVf7Mhy2L","BZ4mdHXnVf7Mhy2L14",14,10,"Hard","Heroic-10m",90.9,105.4088,110,119
"1267","BZ4mdHXnVf7Mhy2L","BZ4mdHXnVf7Mhy2L15",15,10,"Hard","Heroic-10m",97.132,129.2252,109,118
"1268","BZ4mdHXnVf7Mhy2L","BZ4mdHXnVf7Mhy2L16",16,10,"Hard","Heroic-10m",121.382,102.81,93,97
"1269","BZ4mdHXnVf7Mhy2L","BZ4mdHXnVf7Mhy2L18",18,10,"Hard","Heroic-10m",139.19,99.9824,103,105
"1270","BcpqnvGfWFH4k2LK","BcpqnvGfWFH4k2LK1",1,25,"Normal","Normal-25m",111.75,98.5046,327,333
"1271","BfYcqRzkgptwn9Zm","BfYcqRzkgptwn9Zm29",29,10,"Hard","Heroic-10m",97.169,101.2144,105,108
"1272","BfYcqRzkgptwn9Zm","BfYcqRzkgptwn9Zm30",30,10,"Hard","Heroic-10m",116.115,103.1104,109,110
"1273","BfYcqRzkgptwn9Zm","BfYcqRzkgptwn9Zm32",32,10,"Hard","Heroic-10m",121.501,101.7088,127,130
"1274","BjgQ9kr8DLxzYvXC","BjgQ9kr8DLxzYvXC25",25,25,"Hard","Heroic-25m",64.834,112.5564,138,143
"1275","BjgQ9kr8DLxzYvXC","BjgQ9kr8DLxzYvXC26",26,25,"Hard","Heroic-25m",64.468,111.8648,130,131
"1276","BjgQ9kr8DLxzYvXC","BjgQ9kr8DLxzYvXC27",27,25,"Hard","Heroic-25m",76.133,104.13,129,129
"1277","BjgQ9kr8DLxzYvXC","BjgQ9kr8DLxzYvXC28",28,25,"Hard","Heroic-25m",73.052,105.274,135,135
"1278","BjgQ9kr8DLxzYvXC","BjgQ9kr8DLxzYvXC29",29,25,"Hard","Heroic-25m",58.729,142.6412,108,112
"1279","BjgQ9kr8DLxzYvXC","BjgQ9kr8DLxzYvXC31",31,25,"Hard","Heroic-25m",64.938,103.504,143,143
"1280","BmqFTMQxADGVgC6p","BmqFTMQxADGVgC6p18",18,25,"Normal","Normal-25m",93.995,107.601,364,394
"1281","BnYbWp6GXk1vx8FA","BnYbWp6GXk1vx8FA14",14,25,"Hard","Heroic-25m",55.05,127.8764,155,168
"1282","BnYbWp6GXk1vx8FA","BnYbWp6GXk1vx8FA17",17,25,"Hard","Heroic-25m",58.743,104.7532,122,124
"1283","BnYbWp6GXk1vx8FA","BnYbWp6GXk1vx8FA19",19,25,"Hard","Heroic-25m",58.368,99.4944,125,128
"1284","BnhkG1W7RvNXCygz","BnhkG1W7RvNXCygz17",17,10,"Hard","Heroic-10m",106.772,106.2316,117,122
"1285","BnhkG1W7RvNXCygz","BnhkG1W7RvNXCygz18",18,10,"Hard","Heroic-10m",106.809,104.804,112,114
"1286","BpHDwcmPYq2gLM68","BpHDwcmPYq2gLM6823",23,10,"Normal","Normal-10m",169.859,99.7938,203,204
"1287","BqTYdWGZgkvpmFaz","BqTYdWGZgkvpmFaz10",10,10,"Hard","Heroic-10m",97.183,107.5708,111,118
"1288","BqTYdWGZgkvpmFaz","BqTYdWGZgkvpmFaz11",11,10,"Hard","Heroic-10m",103.721,111.05,105,106
"1289","BqTYdWGZgkvpmFaz","BqTYdWGZgkvpmFaz12",12,10,"Hard","Heroic-10m",110.035,104.1196,105,110
"1290","BqTYdWGZgkvpmFaz","BqTYdWGZgkvpmFaz13",13,10,"Hard","Heroic-10m",121.456,102.6636,109,110
"1291","BqTYdWGZgkvpmFaz","BqTYdWGZgkvpmFaz14",14,10,"Hard","Heroic-10m",114.939,102.4248,102,102
"1292","BrCgZqXRNpfkVmdx","BrCgZqXRNpfkVmdx33",33,10,"Hard","Heroic-10m",58.262,112.9244,93,106
"1293","BrCgZqXRNpfkVmdx","BrCgZqXRNpfkVmdx34",34,10,"Hard","Heroic-10m",87.712,101.0704,112,114
"1294","BrfCFMyQb1XdJKkt","BrfCFMyQb1XdJKkt15",15,25,"Hard","Heroic-25m",58.379,119.2144,136,145
"1295","BrfCFMyQb1XdJKkt","BrfCFMyQb1XdJKkt16",16,25,"Hard","Heroic-25m",72.944,106.7872,110,112
"1296","BrfCFMyQb1XdJKkt","BrfCFMyQb1XdJKkt17",17,25,"Hard","Heroic-25m",64.776,111.2336,116,120
"1297","BrfCFMyQb1XdJKkt","BrfCFMyQb1XdJKkt18",18,25,"Hard","Heroic-25m",64.802,117.684,139,145
"1298","BrfCFMyQb1XdJKkt","BrfCFMyQb1XdJKkt19",19,25,"Hard","Heroic-25m",69.576,107.362,138,142
"1299","BrfCFMyQb1XdJKkt","BrfCFMyQb1XdJKkt20",20,25,"Hard","Heroic-25m",70.843,100.81,119,123
"1300","BrfCFMyQb1XdJKkt","BrfCFMyQb1XdJKkt21",21,25,"Hard","Heroic-25m",61.619,114.912,102,106
"1301","BrfCFMyQb1XdJKkt","BrfCFMyQb1XdJKkt23",23,25,"Hard","Heroic-25m",69.75,104.2268,126,128
"1302","BrfCFMyQb1XdJKkt","BrfCFMyQb1XdJKkt25",25,25,"Hard","Heroic-25m",70.91,106.0192,146,151
"1303","BrfCFMyQb1XdJKkt","BrfCFMyQb1XdJKkt26",26,25,"Normal","Normal-25m",124.831,104.231,322,332
"1304","BrmpGz2kNTt1Md7j","BrmpGz2kNTt1Md7j35",35,10,"Hard","Heroic-10m",61.64,102.5416,83,91
"1305","BrmpGz2kNTt1Md7j","BrmpGz2kNTt1Md7j36",36,10,"Hard","Heroic-10m",93.86,102.3796,100,101
"1306","BrmpGz2kNTt1Md7j","BrmpGz2kNTt1Md7j37",37,10,"Hard","Heroic-10m",58.278,102.7272,79,87
"1307","BrmpGz2kNTt1Md7j","BrmpGz2kNTt1Md7j38",38,10,"Hard","Heroic-10m",97.121,117.7592,133,143
"1308","BrmpGz2kNTt1Md7j","BrmpGz2kNTt1Md7j39",39,10,"Hard","Heroic-10m",85.697,105.706,110,117
"1309","BrmpGz2kNTt1Md7j","BrmpGz2kNTt1Md7j40",40,10,"Hard","Heroic-10m",58.232,108.018,93,106
"1310","BrmpGz2kNTt1Md7j","BrmpGz2kNTt1Md7j41",41,10,"Hard","Heroic-10m",105.741,95.1488,119,124
"1311","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF10",10,25,"Hard","Heroic-25m",48.686,110.226,120,124
"1312","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF11",11,25,"Hard","Heroic-25m",48.601,107.7856,119,124
"1313","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF12",12,25,"Hard","Heroic-25m",48.552,123.6168,120,124
"1314","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF13",13,25,"Hard","Heroic-25m",58.589,113.682,114,117
"1315","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF14",14,25,"Hard","Heroic-25m",58.189,109.434,113,113
"1316","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF15",15,25,"Hard","Heroic-25m",57.904,106.7144,117,117
"1317","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF16",16,25,"Hard","Heroic-25m",58.281,120,126,129
"1318","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF18",18,25,"Hard","Heroic-25m",65.157,115.8708,139,139
"1319","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF19",19,25,"Hard","Heroic-25m",64.851,108.5836,145,149
"1320","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF20",20,25,"Hard","Heroic-25m",64.781,106.758,143,144
"1321","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF21",21,25,"Hard","Heroic-25m",55.113,146.844,144,156
"1322","BwDMzRjTgyhm7xHF","BwDMzRjTgyhm7xHF9",9,25,"Hard","Heroic-25m",48.549,115.8984,121,125
"1323","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA1",1,25,"Hard","Heroic-25m",72.91,113.278,134,135
"1324","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA10",10,25,"Hard","Heroic-25m",74.002,104.83,113,114
"1325","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA11",11,25,"Hard","Heroic-25m",76.617,106.0532,116,119
"1326","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA12",12,25,"Normal","Normal-25m",149.058,102.4756,350,353
"1327","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA2",2,25,"Hard","Heroic-25m",76.141,106.3388,128,130
"1328","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA3",3,25,"Hard","Heroic-25m",72.908,110.7508,117,118
"1329","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA4",4,25,"Hard","Heroic-25m",85.552,111.6496,139,139
"1330","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA5",5,25,"Hard","Heroic-25m",86.195,104.8684,121,121
"1331","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA6",6,25,"Hard","Heroic-25m",74.127,108.8792,140,142
"1332","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA7",7,25,"Hard","Heroic-25m",94.023,107.4408,158,161
"1333","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA8",8,25,"Hard","Heroic-25m",79.364,103.2676,129,130
"1334","BxgL9KdVD3qrFhJA","BxgL9KdVD3qrFhJA9",9,25,"Hard","Heroic-25m",82.613,105.6144,126,127
"1335","C2wTMnkDN3YvmzxR","C2wTMnkDN3YvmzxR16",16,25,"Normal","Normal-25m",64.716,114.1166,330,358
"1336","C2wTMnkDN3YvmzxR","C2wTMnkDN3YvmzxR17",17,25,"Normal","Normal-25m",58.776,104.681,296,324
"1337","C3PWmDpK2QzXkLj6","C3PWmDpK2QzXkLj610",10,25,"Hard","Heroic-25m",57.794,105.3428,121,126
"1338","C3PWmDpK2QzXkLj6","C3PWmDpK2QzXkLj611",11,25,"Normal","Normal-25m",109.506,124.914,318,325
"1339","C48H2akx1GLdr7mg","C48H2akx1GLdr7mg18",18,25,"Hard","Heroic-25m",48.767,100.6336,106,107
"1340","C48H2akx1GLdr7mg","C48H2akx1GLdr7mg20",20,25,"Hard","Heroic-25m",45.551,100.7256,104,104
"1341","C48H2akx1GLdr7mg","C48H2akx1GLdr7mg21",21,25,"Hard","Heroic-25m",58.391,106.922,118,118
"1342","C48H2akx1GLdr7mg","C48H2akx1GLdr7mg23",23,25,"Normal","Normal-25m",118.414,105.5952,345,355
"1343","C4jRNxr8V7ykXqLw","C4jRNxr8V7ykXqLw10",10,10,"Hard","Heroic-10m",103.573,118.226,106,107
"1344","C4jRNxr8V7ykXqLw","C4jRNxr8V7ykXqLw12",12,10,"Hard","Heroic-10m",103.575,108.9824,115,117
"1345","C63aWrFvGPQxyRTM","C63aWrFvGPQxyRTM6",6,25,"Normal","Normal-25m",97.169,110.3042,470,522
"1346","C7Gan49cPK3fyrjQ","C7Gan49cPK3fyrjQ48",48,25,"Hard","Heroic-25m",55.242,128.4064,145,160
"1347","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL910",10,25,"Hard","Heroic-25m",51.932,102.2964,124,134
"1348","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL912",12,25,"Hard","Heroic-25m",64.835,119.0228,138,141
"1349","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL913",13,25,"Hard","Heroic-25m",58.421,102.62,126,129
"1350","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL914",14,25,"Hard","Heroic-25m",61.679,110.8648,120,125
"1351","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL915",15,25,"Hard","Heroic-25m",68.072,106.6676,134,136
"1352","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL916",16,25,"Hard","Heroic-25m",72.986,150.7424,163,165
"1353","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL917",17,25,"Hard","Heroic-25m",72.936,104.698,117,118
"1354","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL918",18,25,"Hard","Heroic-25m",67.981,110.6572,123,125
"1355","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL919",19,25,"Hard","Heroic-25m",55.172,109.1952,126,131
"1356","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL920",20,25,"Hard","Heroic-25m",55.117,105.2904,121,130
"1357","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL921",21,25,"Hard","Heroic-25m",80.567,137.3172,149,155
"1358","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL923",23,25,"Hard","Heroic-25m",64.863,114.8852,124,127
"1359","C8fnpx23t6XVrHL9","C8fnpx23t6XVrHL99",9,25,"Hard","Heroic-25m",52.02,105.9464,139,149
"1360","CAjKPqnyTRzt6vXf","CAjKPqnyTRzt6vXf20",20,10,"Hard","Heroic-10m",79.328,101.7168,95,102
"1361","CAjKPqnyTRzt6vXf","CAjKPqnyTRzt6vXf22",22,10,"Hard","Heroic-10m",97.604,103.8016,114,120
"1362","CAjKPqnyTRzt6vXf","CAjKPqnyTRzt6vXf24",24,10,"Hard","Heroic-10m",110.12,102.7616,97,101
"1363","CAjKPqnyTRzt6vXf","CAjKPqnyTRzt6vXf26",26,10,"Hard","Heroic-10m",106.384,106.3484,122,130
"1364","CAjKPqnyTRzt6vXf","CAjKPqnyTRzt6vXf27",27,10,"Hard","Heroic-10m",111.658,99.6496,105,108
"1365","CAjKPqnyTRzt6vXf","CAjKPqnyTRzt6vXf28",28,10,"Hard","Heroic-10m",108.849,102.794,98,99
"1366","CAjKPqnyTRzt6vXf","CAjKPqnyTRzt6vXf32",32,10,"Hard","Heroic-10m",109.995,100.8936,108,108
"1367","CAv4gJ7qw98zWBQx","CAv4gJ7qw98zWBQx29",29,25,"Hard","Heroic-25m",55.851,139.9672,155,168
"1368","CAv4gJ7qw98zWBQx","CAv4gJ7qw98zWBQx31",31,25,"Hard","Heroic-25m",51.737,133.7512,157,170
"1369","CAv4gJ7qw98zWBQx","CAv4gJ7qw98zWBQx34",34,25,"Hard","Heroic-25m",61.845,114.4588,148,152
"1370","CAv4gJ7qw98zWBQx","CAv4gJ7qw98zWBQx35",35,25,"Hard","Heroic-25m",58.855,104.9032,129,129
"1371","CAv4gJ7qw98zWBQx","CAv4gJ7qw98zWBQx37",37,25,"Hard","Heroic-25m",61.772,101.4636,122,122
"1372","CAv4gJ7qw98zWBQx","CAv4gJ7qw98zWBQx41",41,25,"Hard","Heroic-25m",64.773,148.9932,194,205
"1373","CAv4gJ7qw98zWBQx","CAv4gJ7qw98zWBQx43",43,25,"Hard","Heroic-25m",61.469,109.912,195,212
"1374","CAv4gJ7qw98zWBQx","CAv4gJ7qw98zWBQx44",44,25,"Normal","Normal-25m",121.408,101.9546,350,359
"1375","CBZNF41gtDfMcV3y","CBZNF41gtDfMcV3y23",23,10,"Hard","Heroic-10m",89.018,99.66,96,99
"1376","CBZNF41gtDfMcV3y","CBZNF41gtDfMcV3y24",24,10,"Hard","Heroic-10m",90.636,93.0556,111,115
"1377","CBbfcgDL64YvXMRK","CBbfcgDL64YvXMRK18",18,25,"Hard","Heroic-25m",48.582,105.6048,119,123
"1378","CBbfcgDL64YvXMRK","CBbfcgDL64YvXMRK20",20,25,"Hard","Heroic-25m",45.801,101.1372,108,108
"1379","CBbfcgDL64YvXMRK","CBbfcgDL64YvXMRK23",23,25,"Hard","Heroic-25m",61.459,105.6488,131,133
"1380","CBbfcgDL64YvXMRK","CBbfcgDL64YvXMRK24",24,25,"Hard","Heroic-25m",58.29,128.0476,130,133
"1381","CBbfcgDL64YvXMRK","CBbfcgDL64YvXMRK25",25,25,"Hard","Heroic-25m",51.851,102.8936,116,117
"1382","CGWNcgvfzLKd13h6","CGWNcgvfzLKd13h610",10,25,"Hard","Heroic-25m",90.747,107.274,113,113
"1383","CGWNcgvfzLKd13h6","CGWNcgvfzLKd13h66",6,25,"Hard","Heroic-25m",79.283,105.1608,140,145
"1384","CGWNcgvfzLKd13h6","CGWNcgvfzLKd13h67",7,25,"Hard","Heroic-25m",79.383,100.942,122,122
"1385","CGWNcgvfzLKd13h6","CGWNcgvfzLKd13h68",8,25,"Hard","Heroic-25m",76.093,108.974,121,123
"1386","CGv6Y9hJPHb4ndLT","CGv6Y9hJPHb4ndLT18",18,25,"Normal","Normal-25m",106.896,103.908,391,420
"1387","CH4jkqwKpaTDdmAM","CH4jkqwKpaTDdmAM16",16,10,"Normal","Normal-10m",174.813,102.8794,358,395
"1388","CHKTw2ac8MrydbmV","CHKTw2ac8MrydbmV16",16,25,"Hard","Heroic-25m",64.851,120.9632,146,147
"1389","CHKTw2ac8MrydbmV","CHKTw2ac8MrydbmV18",18,25,"Hard","Heroic-25m",55.175,109.7532,126,135
"1390","CHbz3ZKaqPxgTyNk","CHbz3ZKaqPxgTyNk10",10,25,"Hard","Heroic-25m",68.046,112.284,143,143
"1391","CHbz3ZKaqPxgTyNk","CHbz3ZKaqPxgTyNk11",11,25,"Normal","Normal-25m",136.098,104.7708,333,336
"1392","CHbz3ZKaqPxgTyNk","CHbz3ZKaqPxgTyNk2",2,25,"Hard","Heroic-25m",58.658,112.3824,125,129
"1393","CHbz3ZKaqPxgTyNk","CHbz3ZKaqPxgTyNk3",3,25,"Hard","Heroic-25m",68.045,113.81,138,140
"1394","CHbz3ZKaqPxgTyNk","CHbz3ZKaqPxgTyNk6",6,25,"Hard","Heroic-25m",64.417,105.4224,122,125
"1395","CHbz3ZKaqPxgTyNk","CHbz3ZKaqPxgTyNk8",8,25,"Hard","Heroic-25m",63.669,106.5232,115,116
"1396","CHbz3ZKaqPxgTyNk","CHbz3ZKaqPxgTyNk9",9,25,"Hard","Heroic-25m",61.502,109.6756,124,124
"1397","CLjbw8vdVaADgZyp","CLjbw8vdVaADgZyp1",1,25,"Hard","Heroic-25m",64.885,113.0572,114,114
"1398","CQZyT6NJfzdh1YG9","CQZyT6NJfzdh1YG915",15,25,"Normal","Normal-25m",97.145,107.5134,369,393
"1399","CQnYr3TDtqyXF2gb","CQnYr3TDtqyXF2gb12",12,25,"Hard","Heroic-25m",48.593,123.136,116,120
"1400","CQnYr3TDtqyXF2gb","CQnYr3TDtqyXF2gb14",14,25,"Normal","Normal-25m",93.976,103.7078,361,396
"1401","CQnYr3TDtqyXF2gb","CQnYr3TDtqyXF2gb65",65,10,"Hard","Heroic-10m",108.479,126.576,146,156
"1402","CQnYr3TDtqyXF2gb","CQnYr3TDtqyXF2gb66",66,10,"Hard","Heroic-10m",103.179,111.7484,134,142
"1403","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm30",30,25,"Hard","Heroic-25m",61.279,107.274,97,103
"1404","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm31",31,25,"Hard","Heroic-25m",77.088,105.3096,109,109
"1405","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm35",35,25,"Hard","Heroic-25m",85.23,117.3372,131,137
"1406","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm36",36,25,"Hard","Heroic-25m",85.974,102.7728,116,119
"1407","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm37",37,25,"Hard","Heroic-25m",96.668,104.2228,102,102
"1408","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm38",38,25,"Hard","Heroic-25m",92.159,107.4776,114,114
"1409","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm39",39,25,"Hard","Heroic-25m",82.301,100.8176,118,118
"1410","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm40",40,25,"Hard","Heroic-25m",94.002,104.1148,119,124
"1411","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm41",41,25,"Hard","Heroic-25m",92.085,110.432,126,127
"1412","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm42",42,25,"Hard","Heroic-25m",85.201,118.5844,97,98
"1413","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm44",44,25,"Hard","Heroic-25m",88.675,106.4952,112,112
"1414","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm46",46,25,"Hard","Heroic-25m",85.09,101.2452,104,104
"1415","CR6YKkTJFVGXA4Nm","CR6YKkTJFVGXA4Nm47",47,25,"Hard","Heroic-25m",97.839,104.7412,117,117
"1416","CR8M69dHFq4kcrnB","CR8M69dHFq4kcrnB4",4,25,"Hard","Heroic-25m",68.068,114.414,139,139
"1417","CR8M69dHFq4kcrnB","CR8M69dHFq4kcrnB5",5,25,"Hard","Heroic-25m",55.009,109.1548,144,153
"1418","CR8M69dHFq4kcrnB","CR8M69dHFq4kcrnB8",8,25,"Hard","Heroic-25m",61.574,100.584,120,120
"1419","CTHY8DKfLnkzgPFp","CTHY8DKfLnkzgPFp20",20,10,"Normal","Normal-10m",170.042,98.1128,242,247
"1420","CVp7XmKdn3ZD8y4B","CVp7XmKdn3ZD8y4B19",19,25,"Hard","Heroic-25m",58.417,101.7224,129,132
"1421","CVp7XmKdn3ZD8y4B","CVp7XmKdn3ZD8y4B22",22,25,"Hard","Heroic-25m",61.61,110.0112,146,151
"1422","CVp7XmKdn3ZD8y4B","CVp7XmKdn3ZD8y4B24",24,25,"Hard","Heroic-25m",61.648,121.4204,146,152
